fir_id,district,police_station,ipc_section,crime_type,date_of_incident,location_description,latitude,longitude,modus_operandi,investigation_status,fir_text
FIR-2024-KA-3932,Hassan,Hassan Police Station,324,Voluntarily Causing Hurt by Dangerous Weapons,2026-04-19,"H.No. 457, Chander Street, Kottayam-973355",12.178392,75.737353,Threatened victim with knife in isolated area,Chargesheeted,"An incident of Voluntarily Causing Hurt by Dangerous Weapons under IPC Section 324 was reported at Hassan Police Station, Hassan. The incident took place at H.No. 457, Chander Street, Kottayam-973355. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Chargesheeted."
FIR-2026-KA-3933,Hassan,Hassan Police Station,394,Voluntarily Causing Hurt in Committing Robbery,2026-06-05,"H.No. 898, Modi Chowk, Dharmavaram 537863",17.641809,74.701825,Entered through unlocked door,Open,"An incident of Voluntarily Causing Hurt in Committing Robbery under IPC Section 394 was reported at Hassan Police Station, Hassan. The incident took place at H.No. 898, Modi Chowk, Dharmavaram 537863. Modus operandi of the suspect: Entered through unlocked door. Investigation status is currently Open."
FIR-2026-KA-3934,Mangaluru,Mangaluru Police Station,384,Extortion,2025-07-07,"H.No. 13, Kaur Marg, Ghaziabad 765840",15.829353,75.776572,Assaulted victim following heated argument over traffic,Chargesheeted,"An incident of Extortion under IPC Section 384 was reported at Mangaluru Police Station, Mangaluru. The incident took place at H.No. 13, Kaur Marg, Ghaziabad 765840. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Chargesheeted."
FIR-2025-KA-3935,Bengaluru Urban,Bengaluru Police Station,380,Theft in Dwelling House,2023-12-24,"91/086, Anand Road, Dibrugarh-793762",13.101025,77.642196,Assaulted victim following heated argument over traffic,Open,"An incident of Theft in Dwelling House under IPC Section 380 was reported at Bengaluru Police Station, Bengaluru Urban. The incident took place at 91/086, Anand Road, Dibrugarh-793762. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Open."
FIR-2024-KA-3936,Hassan,Hassan Police Station,376,Rape,2025-06-09,"92/347, Sharaf Ganj, Parbhani 742932",12.779291,76.630654,Created fake profile on social media to defraud,Closed,"An incident of Rape under IPC Section 376 was reported at Hassan Police Station, Hassan. The incident took place at 92/347, Sharaf Ganj, Parbhani 742932. Modus operandi of the suspect: Created fake profile on social media to defraud. Investigation status is currently Closed."
FIR-2024-KA-3937,Hassan,Hassan Police Station,302,Murder,2024-01-31,"165, Behl Road, Madanapalle 709044",17.093544,76.469606,Broke open padlock of shop at night,Closed,"An incident of Murder under IPC Section 302 was reported at Hassan Police Station, Hassan. The incident took place at 165, Behl Road, Madanapalle 709044. Modus operandi of the suspect: Broke open padlock of shop at night. Investigation status is currently Closed."
FIR-2025-KA-3938,Shivamogga,Shivamogga Police Station,506,Criminal Intimidation,2025-02-26,"H.No. 57, Karan Street, Ambarnath 510745",13.011121,74.864161,Entered through unlocked door,Open,"An incident of Criminal Intimidation under IPC Section 506 was reported at Shivamogga Police Station, Shivamogga. The incident took place at H.No. 57, Karan Street, Ambarnath 510745. Modus operandi of the suspect: Entered through unlocked door. Investigation status is currently Open."
FIR-2026-KA-3939,Bengaluru Rural,Bengaluru Police Station,384,Extortion,2025-02-07,"934, Narain Ganj, Deoghar-905911",18.300696,77.863265,Threatened victim with knife in isolated area,Closed,"An incident of Extortion under IPC Section 384 was reported at Bengaluru Police Station, Bengaluru Rural. The incident took place at 934, Narain Ganj, Deoghar-905911. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Closed."
FIR-2023-KA-3940,Tumakuru,Tumakuru Police Station,395,Dacoity,2024-04-04,"H.No. 209, Sani Marg, Bardhaman 701019",17.624767,77.621675,Created fake profile on social media to defraud,Chargesheeted,"An incident of Dacoity under IPC Section 395 was reported at Tumakuru Police Station, Tumakuru. The incident took place at H.No. 209, Sani Marg, Bardhaman 701019. Modus operandi of the suspect: Created fake profile on social media to defraud. Investigation status is currently Chargesheeted."
FIR-2026-KA-3941,Bengaluru Urban,Bengaluru Police Station,420,Cheating/Fraud,2023-12-18,"39, Ramachandran Street, Proddatur 327371",12.976486,77.712124,Entered through unlocked door,Chargesheeted,"An incident of Cheating/Fraud under IPC Section 420 was reported at Bengaluru Police Station, Bengaluru Urban. The incident took place at 39, Ramachandran Street, Proddatur 327371. Modus operandi of the suspect: Entered through unlocked door. Investigation status is currently Chargesheeted."
FIR-2026-KA-3942,Bengaluru Rural,Bengaluru Police Station,364,Kidnapping in Order to Murder,2026-04-10,"57/34, Lad Street, Panchkula-284844",14.497654,76.947481,Created fake profile on social media to defraud,Chargesheeted,"An incident of Kidnapping in Order to Murder under IPC Section 364 was reported at Bengaluru Police Station, Bengaluru Rural. The incident took place at 57/34, Lad Street, Panchkula-284844. Modus operandi of the suspect: Created fake profile on social media to defraud. Investigation status is currently Chargesheeted."
FIR-2024-KA-3943,Ballari,Ballari Police Station,406,Criminal Breach of Trust,2026-04-12,"80, Dua Circle, Salem 488213",11.882415,76.168084,Threatened victim with knife in isolated area,Open,"An incident of Criminal Breach of Trust under IPC Section 406 was reported at Ballari Police Station, Ballari. The incident took place at 80, Dua Circle, Salem 488213. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Open."
FIR-2023-KA-3944,Hassan,Hassan Police Station,384,Extortion,2024-11-16,"H.No. 40, Baral Nagar, Bathinda 515710",13.148684,77.985356,Created fake profile on social media to defraud,Chargesheeted,"An incident of Extortion under IPC Section 384 was reported at Hassan Police Station, Hassan. The incident took place at H.No. 40, Baral Nagar, Bathinda 515710. Modus operandi of the suspect: Created fake profile on social media to defraud. Investigation status is currently Chargesheeted."
FIR-2026-KA-3945,Ballari,Ballari Police Station,394,Voluntarily Causing Hurt in Committing Robbery,2024-03-07,"H.No. 297, Tripathi Ganj, Ahmednagar-837124",16.127559,75.141383,Threatened victim with knife in isolated area,Open,"An incident of Voluntarily Causing Hurt in Committing Robbery under IPC Section 394 was reported at Ballari Police Station, Ballari. The incident took place at H.No. 297, Tripathi Ganj, Ahmednagar-837124. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Open."
FIR-2026-KA-3946,Hubballi-Dharwad,Hubballi-Dharwad Police Station,420,Cheating/Fraud,2025-10-13,"47/22, Garde Road, Hapur-440907",15.25342,74.597158,Broke open padlock of shop at night,Open,"An incident of Cheating/Fraud under IPC Section 420 was reported at Hubballi-Dharwad Police Station, Hubballi-Dharwad. The incident took place at 47/22, Garde Road, Hapur-440907. Modus operandi of the suspect: Broke open padlock of shop at night. Investigation status is currently Open."
FIR-2023-KA-3947,Chikkamagaluru,Chikkamagaluru Police Station,364,Kidnapping in Order to Murder,2024-12-30,"H.No. 31, Raju Street, Maheshtala 272515",15.06998,76.389715,Assaulted victim following heated argument over traffic,Chargesheeted,"An incident of Kidnapping in Order to Murder under IPC Section 364 was reported at Chikkamagaluru Police Station, Chikkamagaluru. The incident took place at H.No. 31, Raju Street, Maheshtala 272515. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Chargesheeted."
FIR-2025-KA-3948,Hubballi-Dharwad,Hubballi-Dharwad Police Station,394,Voluntarily Causing Hurt in Committing Robbery,2024-12-03,"09/067, Savant Ganj, Nagaon 099141",15.514669,74.707736,Assaulted victim following heated argument over traffic,Chargesheeted,"An incident of Voluntarily Causing Hurt in Committing Robbery under IPC Section 394 was reported at Hubballi-Dharwad Police Station, Hubballi-Dharwad. The incident took place at 09/067, Savant Ganj, Nagaon 099141. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Chargesheeted."
FIR-2026-KA-3949,Belagavi,Belagavi Police Station,395,Dacoity,2024-05-31,"H.No. 10, Nagarajan Ganj, Gangtok-168237",12.933289,78.316605,Entered through unlocked door,Closed,"An incident of Dacoity under IPC Section 395 was reported at Belagavi Police Station, Belagavi. The incident took place at H.No. 10, Nagarajan Ganj, Gangtok-168237. Modus operandi of the suspect: Entered through unlocked door. Investigation status is currently Closed."
FIR-2023-KA-3950,Tumakuru,Tumakuru Police Station,406,Criminal Breach of Trust,2026-01-29,"H.No. 82, Sekhon Path, Barasat-324048",15.28873,75.907393,Threatened victim with knife in isolated area,Open,"An incident of Criminal Breach of Trust under IPC Section 406 was reported at Tumakuru Police Station, Tumakuru. The incident took place at H.No. 82, Sekhon Path, Barasat-324048. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Open."
FIR-2024-KA-3951,Davangere,Davangere Police Station,392,Robbery,2024-06-29,"11/77, Patel, Pali-166500",12.904862,75.744638,Offered high returns on fake investment scheme,Chargesheeted,"An incident of Robbery under IPC Section 392 was reported at Davangere Police Station, Davangere. The incident took place at 11/77, Patel, Pali-166500. Modus operandi of the suspect: Offered high returns on fake investment scheme. Investigation status is currently Chargesheeted."
FIR-2025-KA-3952,Belagavi,Belagavi Police Station,379,Theft,2024-09-07,"39/77, Shukla Marg, Kavali 874844",17.718776,75.473482,Broke open padlock of shop at night,Open,"An incident of Theft under IPC Section 379 was reported at Belagavi Police Station, Belagavi. The incident took place at 39/77, Shukla Marg, Kavali 874844. Modus operandi of the suspect: Broke open padlock of shop at night. Investigation status is currently Open."
FIR-2026-KA-3953,Belagavi,Belagavi Police Station,384,Extortion,2024-05-14,"33/47, Pai Ganj, New Delhi 821751",18.096068,77.692697,Assaulted victim following heated argument over traffic,Chargesheeted,"An incident of Extortion under IPC Section 384 was reported at Belagavi Police Station, Belagavi. The incident took place at 33/47, Pai Ganj, New Delhi 821751. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Chargesheeted."
FIR-2026-KA-3954,Bengaluru Rural,Bengaluru Police Station,363,Kidnapping,2024-09-29,"H.No. 186, Tank, Bidar 930897",17.723488,75.610834,Snatched chain from victim walking on road,Chargesheeted,"An incident of Kidnapping under IPC Section 363 was reported at Bengaluru Police Station, Bengaluru Rural. The incident took place at H.No. 186, Tank, Bidar 930897. Modus operandi of the suspect: Snatched chain from victim walking on road. Investigation status is currently Chargesheeted."
FIR-2023-KA-3955,Tumakuru,Tumakuru Police Station,380,Theft in Dwelling House,2023-11-04,"04/053, Srivastava Marg, Tirunelveli 345453",15.545504,76.066143,Entered through unlocked door,Closed,"An incident of Theft in Dwelling House under IPC Section 380 was reported at Tumakuru Police Station, Tumakuru. The incident took place at 04/053, Srivastava Marg, Tirunelveli 345453. Modus operandi of the suspect: Entered through unlocked door. Investigation status is currently Closed."
FIR-2025-KA-3956,Bengaluru Rural,Bengaluru Police Station,506,Criminal Intimidation,2026-02-09,"10/34, Mander Zila, Gurgaon 618843",16.197722,76.758053,Snatched chain from victim walking on road,Open,"An incident of Criminal Intimidation under IPC Section 506 was reported at Bengaluru Police Station, Bengaluru Rural. The incident took place at 10/34, Mander Zila, Gurgaon 618843. Modus operandi of the suspect: Snatched chain from victim walking on road. Investigation status is currently Open."
FIR-2023-KA-3957,Davangere,Davangere Police Station,380,Theft in Dwelling House,2025-09-29,"H.No. 62, Memon Marg, Saharsa 271264",14.059191,74.769194,Entered through unlocked door,Open,"An incident of Theft in Dwelling House under IPC Section 380 was reported at Davangere Police Station, Davangere. The incident took place at H.No. 62, Memon Marg, Saharsa 271264. Modus operandi of the suspect: Entered through unlocked door. Investigation status is currently Open."
FIR-2023-KA-3958,Bengaluru Rural,Bengaluru Police Station,397,Robbery/Dacoity with Attempt to Cause Death,2024-03-25,"H.No. 33, Shere Nagar, Rohtak 326426",14.518997,77.169136,Threatened victim with knife in isolated area,Closed,"An incident of Robbery/Dacoity with Attempt to Cause Death under IPC Section 397 was reported at Bengaluru Police Station, Bengaluru Rural. The incident took place at H.No. 33, Shere Nagar, Rohtak 326426. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Closed."
FIR-2025-KA-3959,Mangaluru,Mangaluru Police Station,364,Kidnapping in Order to Murder,2025-10-20,"H.No. 528, Iyengar Chowk, Hubli–Dharwad 786754",18.218375,75.135854,Threatened victim with knife in isolated area,Chargesheeted,"An incident of Kidnapping in Order to Murder under IPC Section 364 was reported at Mangaluru Police Station, Mangaluru. The incident took place at H.No. 528, Iyengar Chowk, Hubli–Dharwad 786754. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Chargesheeted."
FIR-2023-KA-3960,Tumakuru,Tumakuru Police Station,406,Criminal Breach of Trust,2024-10-28,"H.No. 216, Mangal Marg, Dibrugarh 626393",12.831622,76.596505,Assaulted victim following heated argument over traffic,Closed,"An incident of Criminal Breach of Trust under IPC Section 406 was reported at Tumakuru Police Station, Tumakuru. The incident took place at H.No. 216, Mangal Marg, Dibrugarh 626393. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Closed."
FIR-2026-KA-3961,Chikkamagaluru,Chikkamagaluru Police Station,498A,Cruelty by Husband or Relatives,2024-08-29,"H.No. 98, Mukherjee Ganj, Gulbarga 062152",17.208648,77.95934,Broke open padlock of shop at night,Closed,"An incident of Cruelty by Husband or Relatives under IPC Section 498A was reported at Chikkamagaluru Police Station, Chikkamagaluru. The incident took place at H.No. 98, Mukherjee Ganj, Gulbarga 062152. Modus operandi of the suspect: Broke open padlock of shop at night. Investigation status is currently Closed."
FIR-2024-KA-3962,Kalaburagi,Kalaburagi Police Station,397,Robbery/Dacoity with Attempt to Cause Death,2025-11-07,"H.No. 532, Andra Zila, Ichalkaranji-576732",14.008549,74.955988,Assaulted victim following heated argument over traffic,Closed,"An incident of Robbery/Dacoity with Attempt to Cause Death under IPC Section 397 was reported at Kalaburagi Police Station, Kalaburagi. The incident took place at H.No. 532, Andra Zila, Ichalkaranji-576732. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Closed."
FIR-2026-KA-3963,Shivamogga,Shivamogga Police Station,384,Extortion,2025-09-13,"H.No. 807, Sandhu Path, Serampore 982339",13.509815,77.326378,Assaulted victim following heated argument over traffic,Closed,"An incident of Extortion under IPC Section 384 was reported at Shivamogga Police Station, Shivamogga. The incident took place at H.No. 807, Sandhu Path, Serampore 982339. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Closed."
FIR-2023-KA-3964,Hubballi-Dharwad,Hubballi-Dharwad Police Station,406,Criminal Breach of Trust,2026-03-23,"903, Kohli Street, Chennai-548904",12.341114,75.61068,Snatched chain from victim walking on road,Chargesheeted,"An incident of Criminal Breach of Trust under IPC Section 406 was reported at Hubballi-Dharwad Police Station, Hubballi-Dharwad. The incident took place at 903, Kohli Street, Chennai-548904. Modus operandi of the suspect: Snatched chain from victim walking on road. Investigation status is currently Chargesheeted."
FIR-2026-KA-3965,Ballari,Ballari Police Station,394,Voluntarily Causing Hurt in Committing Robbery,2026-05-15,"07/339, Pathak Road, Kamarhati-760252",12.681503,78.013628,Created fake profile on social media to defraud,Open,"An incident of Voluntarily Causing Hurt in Committing Robbery under IPC Section 394 was reported at Ballari Police Station, Ballari. The incident took place at 07/339, Pathak Road, Kamarhati-760252. Modus operandi of the suspect: Created fake profile on social media to defraud. Investigation status is currently Open."
FIR-2023-KA-3966,Bengaluru Rural,Bengaluru Police Station,363,Kidnapping,2025-11-30,"64/839, Sharaf Nagar, Bhind 069618",16.224485,77.349256,Assaulted victim following heated argument over traffic,Closed,"An incident of Kidnapping under IPC Section 363 was reported at Bengaluru Police Station, Bengaluru Rural. The incident took place at 64/839, Sharaf Nagar, Bhind 069618. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Closed."
FIR-2026-KA-3967,Bengaluru Urban,Bengaluru Police Station,324,Voluntarily Causing Hurt by Dangerous Weapons,2025-07-14,"H.No. 145, Ramaswamy Nagar, Pimpri-Chinchwad-494018",12.952207,77.722453,Threatened victim with knife in isolated area,Chargesheeted,"An incident of Voluntarily Causing Hurt by Dangerous Weapons under IPC Section 324 was reported at Bengaluru Police Station, Bengaluru Urban. The incident took place at H.No. 145, Ramaswamy Nagar, Pimpri-Chinchwad-494018. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Chargesheeted."
FIR-2025-KA-3968,Belagavi,Belagavi Police Station,506,Criminal Intimidation,2025-12-28,"94, Dyal Zila, Rohtak-970632",16.270567,74.534,Broke open padlock of shop at night,Chargesheeted,"An incident of Criminal Intimidation under IPC Section 506 was reported at Belagavi Police Station, Belagavi. The incident took place at 94, Dyal Zila, Rohtak-970632. Modus operandi of the suspect: Broke open padlock of shop at night. Investigation status is currently Chargesheeted."
FIR-2023-KA-3969,Vijayapura,Vijayapura Police Station,379,Theft,2024-11-09,"26/867, Choudhry Ganj, Dindigul-889633",17.175146,78.141041,Broke open padlock of shop at night,Open,"An incident of Theft under IPC Section 379 was reported at Vijayapura Police Station, Vijayapura. The incident took place at 26/867, Choudhry Ganj, Dindigul-889633. Modus operandi of the suspect: Broke open padlock of shop at night. Investigation status is currently Open."
FIR-2023-KA-3970,Kalaburagi,Kalaburagi Police Station,324,Voluntarily Causing Hurt by Dangerous Weapons,2024-09-12,"07/21, Nagi Ganj, Madurai 804914",12.321645,76.279352,Assaulted victim following heated argument over traffic,Chargesheeted,"An incident of Voluntarily Causing Hurt by Dangerous Weapons under IPC Section 324 was reported at Kalaburagi Police Station, Kalaburagi. The incident took place at 07/21, Nagi Ganj, Madurai 804914. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Chargesheeted."
FIR-2023-KA-3971,Davangere,Davangere Police Station,302,Murder,2024-01-29,"148, Sethi Path, Rajpur Sonarpur-119738",17.041963,76.866575,Entered through unlocked door,Open,"An incident of Murder under IPC Section 302 was reported at Davangere Police Station, Davangere. The incident took place at 148, Sethi Path, Rajpur Sonarpur-119738. Modus operandi of the suspect: Entered through unlocked door. Investigation status is currently Open."
FIR-2026-KA-3972,Belagavi,Belagavi Police Station,420,Cheating/Fraud,2026-04-03,"H.No. 98, Warrior Path, Nizamabad-483456",11.683535,77.104575,Assaulted victim following heated argument over traffic,Open,"An incident of Cheating/Fraud under IPC Section 420 was reported at Belagavi Police Station, Belagavi. The incident took place at H.No. 98, Warrior Path, Nizamabad-483456. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Open."
FIR-2026-KA-3973,Bengaluru Rural,Bengaluru Police Station,376,Rape,2025-03-09,"27, Pant Marg, Patiala-456712",11.690496,77.567729,Entered through unlocked door,Chargesheeted,"An incident of Rape under IPC Section 376 was reported at Bengaluru Police Station, Bengaluru Rural. The incident took place at 27, Pant Marg, Patiala-456712. Modus operandi of the suspect: Entered through unlocked door. Investigation status is currently Chargesheeted."
FIR-2026-KA-3974,Davangere,Davangere Police Station,392,Robbery,2024-05-24,"H.No. 441, Sekhon Circle, Hospet-351304",18.017505,74.950561,Entered through unlocked door,Closed,"An incident of Robbery under IPC Section 392 was reported at Davangere Police Station, Davangere. The incident took place at H.No. 441, Sekhon Circle, Hospet-351304. Modus operandi of the suspect: Entered through unlocked door. Investigation status is currently Closed."
FIR-2023-KA-3975,Mysuru,Mysuru Police Station,324,Voluntarily Causing Hurt by Dangerous Weapons,2024-09-10,"H.No. 046, Prasad Zila, Suryapet-227800",18.158318,74.516565,Created fake profile on social media to defraud,Closed,"An incident of Voluntarily Causing Hurt by Dangerous Weapons under IPC Section 324 was reported at Mysuru Police Station, Mysuru. The incident took place at H.No. 046, Prasad Zila, Suryapet-227800. Modus operandi of the suspect: Created fake profile on social media to defraud. Investigation status is currently Closed."
FIR-2026-KA-3976,Bengaluru Urban,Bengaluru Police Station,324,Voluntarily Causing Hurt by Dangerous Weapons,2025-06-17,"33/308, Cheema Path, Korba-497025",12.91461,77.554197,Broke open padlock of shop at night,Open,"An incident of Voluntarily Causing Hurt by Dangerous Weapons under IPC Section 324 was reported at Bengaluru Police Station, Bengaluru Urban. The incident took place at 33/308, Cheema Path, Korba-497025. Modus operandi of the suspect: Broke open padlock of shop at night. Investigation status is currently Open."
FIR-2025-KA-3977,Bengaluru Rural,Bengaluru Police Station,363,Kidnapping,2024-02-24,"H.No. 36, Kade Circle, Serampore 118424",17.483726,74.914578,Threatened victim with knife in isolated area,Closed,"An incident of Kidnapping under IPC Section 363 was reported at Bengaluru Police Station, Bengaluru Rural. The incident took place at H.No. 36, Kade Circle, Serampore 118424. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Closed."
FIR-2026-KA-3978,Hassan,Hassan Police Station,498A,Cruelty by Husband or Relatives,2025-04-21,"53, Gola Ganj, Kozhikode-058627",17.329875,75.686286,Entered through unlocked door,Open,"An incident of Cruelty by Husband or Relatives under IPC Section 498A was reported at Hassan Police Station, Hassan. The incident took place at 53, Gola Ganj, Kozhikode-058627. Modus operandi of the suspect: Entered through unlocked door. Investigation status is currently Open."
FIR-2026-KA-3979,Bengaluru Rural,Bengaluru Police Station,420,Cheating/Fraud,2023-09-26,"490, Vyas Circle, Rajahmundry 594258",16.037756,75.394554,Threatened victim with knife in isolated area,Chargesheeted,"An incident of Cheating/Fraud under IPC Section 420 was reported at Bengaluru Police Station, Bengaluru Rural. The incident took place at 490, Vyas Circle, Rajahmundry 594258. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Chargesheeted."
FIR-2026-KA-3980,Davangere,Davangere Police Station,498A,Cruelty by Husband or Relatives,2026-04-25,"377, Sani Marg, Bally 673949",15.141419,76.268066,Broke open padlock of shop at night,Closed,"An incident of Cruelty by Husband or Relatives under IPC Section 498A was reported at Davangere Police Station, Davangere. The incident took place at 377, Sani Marg, Bally 673949. Modus operandi of the suspect: Broke open padlock of shop at night. Investigation status is currently Closed."
FIR-2026-KA-3981,Bengaluru Urban,Bengaluru Police Station,376,Rape,2026-02-26,"H.No. 31, Dayal Path, Bangalore-327426",13.065212,77.537163,Assaulted victim following heated argument over traffic,Open,"An incident of Rape under IPC Section 376 was reported at Bengaluru Police Station, Bengaluru Urban. The incident took place at H.No. 31, Dayal Path, Bangalore-327426. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Open."
FIR-2025-KA-3982,Ballari,Ballari Police Station,420,Cheating/Fraud,2025-04-04,"10/73, Mand Circle, Ludhiana-769718",11.834928,75.038922,Snatched chain from victim walking on road,Chargesheeted,"An incident of Cheating/Fraud under IPC Section 420 was reported at Ballari Police Station, Ballari. The incident took place at 10/73, Mand Circle, Ludhiana-769718. Modus operandi of the suspect: Snatched chain from victim walking on road. Investigation status is currently Chargesheeted."
FIR-2025-KA-3983,Bengaluru Rural,Bengaluru Police Station,392,Robbery,2024-04-18,"37, Patla Circle, Firozabad 360662",16.548945,77.176634,Created fake profile on social media to defraud,Chargesheeted,"An incident of Robbery under IPC Section 392 was reported at Bengaluru Police Station, Bengaluru Rural. The incident took place at 37, Patla Circle, Firozabad 360662. Modus operandi of the suspect: Created fake profile on social media to defraud. Investigation status is currently Chargesheeted."
FIR-2023-KA-3984,Shivamogga,Shivamogga Police Station,397,Robbery/Dacoity with Attempt to Cause Death,2025-09-07,"60/494, Venkataraman Circle, Bokaro-843633",12.688658,76.107001,Threatened victim with knife in isolated area,Closed,"An incident of Robbery/Dacoity with Attempt to Cause Death under IPC Section 397 was reported at Shivamogga Police Station, Shivamogga. The incident took place at 60/494, Venkataraman Circle, Bokaro-843633. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Closed."
FIR-2023-KA-3985,Kalaburagi,Kalaburagi Police Station,380,Theft in Dwelling House,2025-10-09,"H.No. 143, Kala Ganj, Latur 394758",17.415504,75.508166,Assaulted victim following heated argument over traffic,Chargesheeted,"An incident of Theft in Dwelling House under IPC Section 380 was reported at Kalaburagi Police Station, Kalaburagi. The incident took place at H.No. 143, Kala Ganj, Latur 394758. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Chargesheeted."
FIR-2026-KA-3986,Bengaluru Rural,Bengaluru Police Station,420,Cheating/Fraud,2024-05-25,"536, Singhal, Gwalior-934726",11.812108,77.065226,Snatched chain from victim walking on road,Closed,"An incident of Cheating/Fraud under IPC Section 420 was reported at Bengaluru Police Station, Bengaluru Rural. The incident took place at 536, Singhal, Gwalior-934726. Modus operandi of the suspect: Snatched chain from victim walking on road. Investigation status is currently Closed."
FIR-2024-KA-3987,Mangaluru,Mangaluru Police Station,376,Rape,2025-04-13,"45, Saha Circle, Panihati 741307",13.779258,77.632108,Created fake profile on social media to defraud,Open,"An incident of Rape under IPC Section 376 was reported at Mangaluru Police Station, Mangaluru. The incident took place at 45, Saha Circle, Panihati 741307. Modus operandi of the suspect: Created fake profile on social media to defraud. Investigation status is currently Open."
FIR-2024-KA-3988,Mysuru,Mysuru Police Station,420,Cheating/Fraud,2024-07-06,"H.No. 932, Kumer Road, Gulbarga 680276",16.900506,74.27272,Entered through unlocked door,Chargesheeted,"An incident of Cheating/Fraud under IPC Section 420 was reported at Mysuru Police Station, Mysuru. The incident took place at H.No. 932, Kumer Road, Gulbarga 680276. Modus operandi of the suspect: Entered through unlocked door. Investigation status is currently Chargesheeted."
FIR-2026-KA-3989,Bengaluru Rural,Bengaluru Police Station,406,Criminal Breach of Trust,2026-05-11,"51/470, Luthra Nagar, Khammam-454939",12.864401,77.385524,Offered high returns on fake investment scheme,Open,"An incident of Criminal Breach of Trust under IPC Section 406 was reported at Bengaluru Police Station, Bengaluru Rural. The incident took place at 51/470, Luthra Nagar, Khammam-454939. Modus operandi of the suspect: Offered high returns on fake investment scheme. Investigation status is currently Open."
FIR-2024-KA-3990,Kalaburagi,Kalaburagi Police Station,307,Attempt to Murder,2026-01-04,"084, Dass Nagar, Shimla 697217",16.678967,77.527495,Offered high returns on fake investment scheme,Open,"An incident of Attempt to Murder under IPC Section 307 was reported at Kalaburagi Police Station, Kalaburagi. The incident took place at 084, Dass Nagar, Shimla 697217. Modus operandi of the suspect: Offered high returns on fake investment scheme. Investigation status is currently Open."
FIR-2025-KA-3991,Mangaluru,Mangaluru Police Station,392,Robbery,2025-01-29,"H.No. 46, Vaidya Zila, South Dumdum 739854",18.139736,77.536716,Assaulted victim following heated argument over traffic,Chargesheeted,"An incident of Robbery under IPC Section 392 was reported at Mangaluru Police Station, Mangaluru. The incident took place at H.No. 46, Vaidya Zila, South Dumdum 739854. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Chargesheeted."
FIR-2024-KA-3992,Mysuru,Mysuru Police Station,326,Voluntarily Causing Grievous Hurt by Dangerous Weapons,2026-02-03,"17/838, Patil Marg, Belgaum-140261",16.388942,75.503537,Created fake profile on social media to defraud,Chargesheeted,"An incident of Voluntarily Causing Grievous Hurt by Dangerous Weapons under IPC Section 326 was reported at Mysuru Police Station, Mysuru. The incident took place at 17/838, Patil Marg, Belgaum-140261. Modus operandi of the suspect: Created fake profile on social media to defraud. Investigation status is currently Chargesheeted."
FIR-2024-KA-3993,Mangaluru,Mangaluru Police Station,380,Theft in Dwelling House,2025-09-20,"189, Agarwal Circle, Gorakhpur-280124",15.008792,74.282097,Assaulted victim following heated argument over traffic,Closed,"An incident of Theft in Dwelling House under IPC Section 380 was reported at Mangaluru Police Station, Mangaluru. The incident took place at 189, Agarwal Circle, Gorakhpur-280124. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Closed."
FIR-2023-KA-3994,Hassan,Hassan Police Station,395,Dacoity,2024-11-23,"47/25, Sen Zila, Chennai-132627",13.961737,77.154355,Snatched chain from victim walking on road,Open,"An incident of Dacoity under IPC Section 395 was reported at Hassan Police Station, Hassan. The incident took place at 47/25, Sen Zila, Chennai-132627. Modus operandi of the suspect: Snatched chain from victim walking on road. Investigation status is currently Open."
